Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Beck, Joshua",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,2,2,Finished,6:20.228
"Martin, Henry",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,3,3,Finished,6:20.228
"Dreyer, Fred",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,4,4,Finished,6:20.228
"Nielsen, Freddie",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,5,5,Finished,6:20.228
"Thorneycroft, Hector",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,6,6,Finished,6:20.228
"Senior, Alex",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,7,7,Finished,6:20.228
"Spraggs, Charlie",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Radley College,Radley College,2,8,Stroke,Finished,6:20.228
"Bennett, Oliver",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,0,Coxswain,Finished,6:20.392
"Palmer, David",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,1,Bow,Finished,6:20.392
"Holland, Felix",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,2,2,Finished,6:20.392
"Burrows, Tom",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,3,3,Finished,6:20.392
"Mitchell, George",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,4,4,Finished,6:20.392
"Jones, Monty",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,5,5,Finished,6:20.392
"Hooper, Edward",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,6,6,Finished,6:20.392
"Bernard, William",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,7,7,Finished,6:20.392
"Hawking, Rory",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Monkton Combe Sch,Monkton Combe Sch,3,8,Stroke,Finished,6:20.392
"Holden, Thomas",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,0,Coxswain,Finished,6:20.583
"D'souza, Ayman",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,1,Bow,Finished,6:20.583
"Podger, Theodore",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,2,2,Finished,6:20.583
"Kersh, Alexander",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,3,3,Finished,6:20.583
"Sampson, Tom",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,4,4,Finished,6:20.583
"Concagh, John",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,5,5,Finished,6:20.583
"George, Christopher",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,6,6,Finished,6:20.583
"Doran, George",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,7,7,Finished,6:20.583
"Waring, Alex",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,4,8,Stroke,Finished,6:20.583
"Ala, Zahir",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,0,Coxswain,Finished,6:27.567
"Saini, Amit",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,1,Bow,Finished,6:27.567
"Martin, Zack",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,2,2,Finished,6:27.567
"Gay, Freddie",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,3,3,Finished,6:27.567
"Staples, William",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,4,4,Finished,6:27.567
"Edington, Josh",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,5,5,Finished,6:27.567
"Cavanah, Logan",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,6,6,Finished,6:27.567
"Caouki, Kaya",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,7,7,Finished,6:27.567
"Betteley, Calum",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,5,8,Stroke,Finished,6:27.567
"Akinjewe, Jonathan",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,0,Coxswain,Finished,6:31.498
"Paton, Michael",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,1,Bow,Finished,6:31.498
"Harper, Benjamin",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,2,2,Finished,6:31.498
"Lockwood, Walter",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,3,3,Finished,6:31.498
"Bird, Max",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,4,4,Finished,6:31.498
"Smith, Archie",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,5,5,Finished,6:31.498
"Millis, Christopher",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,6,6,Finished,6:31.498
"Buchan, Harvey",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,7,7,Finished,6:31.498
"Caulfield, Harry",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,6,8,Stroke,Finished,6:31.498
"Hine, Alec",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,0,Coxswain,Finished,6:43.094
"Jarvis, Percy",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,1,Bow,Finished,6:43.094
"Pearson, Oliver",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,2,2,Finished,6:43.094
"Holmes, Oliver",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,3,3,Finished,6:43.094
"Dahiya, Adit",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,4,4,Finished,6:43.094
"Miholich, Alexander",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,5,5,Finished,6:43.094
"Agarwal, Adit",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,6,6,Finished,6:43.094
"Chadwick-Histed, Felix",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,7,7,Finished,6:43.094
"Scruton, Alexander",School/Junior 2nd/3rd 8+,6/17/2017,12:47 PM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,7,8,Stroke,Finished,6:43.094
"Stephenson, David",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,0,Coxswain,Finished,6:13.844
"Derry, Richard",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,1,Bow,Finished,6:13.844
"Nelson, George",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,2,2,Finished,6:13.844
"Waller, James",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,3,3,Finished,6:13.844
"Robins, Peter",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,4,4,Finished,6:13.844
"Strawson, Freddie",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,5,5,Finished,6:13.844
"Britton, Robert",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,6,6,Finished,6:13.844
"Storey, Hugo",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,7,7,Finished,6:13.844
"Wheatley, Henry",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Newcastle Univ,Newcastle Univ,1,8,Stroke,Finished,6:13.844
"Rowe, Jeremy",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,0,Coxswain,Finished,6:16.362
"Smith, Matthew",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,1,Bow,Finished,6:16.362
"Busby, James",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,2,2,Finished,6:16.362
"McDiarmid, Kingsley",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,3,3,Finished,6:16.362
"Renwick, Christopher",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,4,4,Finished,6:16.362
"Ruinet, Mark",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,5,5,Finished,6:16.362
"Mitchell, Timothy",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,6,6,Finished,6:16.362
"Brindle, David",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,7,7,Finished,6:16.362
"Rendell, Thomas",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Marlow RC,Marlow RC,2,8,Stroke,Finished,6:16.362
"Hollingsworth, Fiona",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,0,Coxswain,Finished,6:17.647
"Carter, Joe",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,1,Bow,Finished,6:17.647
"Baker, Liam",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,2,2,Finished,6:17.647
"Sims, Matthew",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,3,3,Finished,6:17.647
"Kenyon, William",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,4,4,Finished,6:17.647
"Ranocchi, Cristoforo",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,5,5,Finished,6:17.647
"Charman, Nick",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,6,6,Finished,6:17.647
"Draper, David",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,7,7,Finished,6:17.647
"Moore, Lloyd",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Lea RC,Lea RC,3,8,Stroke,Finished,6:17.647
"Whitehead, George",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,0,Coxswain,Finished,6:23.988
"Wood, Philip",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,1,Bow,Finished,6:23.988
"Bonthrone, Freddie",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,2,2,Finished,6:23.988
"Kynaston, James",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,3,3,Finished,6:23.988
"Walker, Matthew",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,4,4,Finished,6:23.988
"O'Dwyer, Gavin",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,5,5,Finished,6:23.988
"Gadsden, P J H",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,6,6,Finished,6:23.988
"Matthews, Alex",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,7,7,Finished,6:23.988
"Thomas, Henry",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Sabrina,Sabrina,4,8,Stroke,Finished,6:23.988
"Ibrahim, Bilal",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,0,Coxswain,Finished,6:29.298
"Tebbit, Matthew",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,1,Bow,Finished,6:29.298
"Frobisher, Oscar",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,2,2,Finished,6:29.298
"Van Gelderen, Julian",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,3,3,Finished,6:29.298
"Traynor, Oliver",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,4,4,Finished,6:29.298
"Viotto, Harvey",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,5,5,Finished,6:29.298
"Howse, Thomas",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,6,6,Finished,6:29.298
"Bodkin, Sam",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,7,7,Finished,6:29.298
"Bartoletti, Luke",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Windsor Boys Sch,Windsor Boys Sch,5,8,Stroke,Finished,6:29.298
"Seaward, Prudence",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,0,Coxswain,Finished,6:37.034
"Hopkins, Tom",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,1,Bow,Finished,6:37.034
"Davies, Edward",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,2,2,Finished,6:37.034
"Horsford, Craig",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,3,3,Finished,6:37.034
"Rimmer, Tom",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,4,4,Finished,6:37.034
"Chaing, Simon",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,5,5,Finished,6:37.034
"Rawlins, Thomas",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,6,6,Finished,6:37.034
"Handy, Ben",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,7,7,Finished,6:37.034
"McWilliam, Matthew",Tier 2 8+,6/17/2017,1:55 PM,Final,FINAL F,Kingston RC,Kingston RC,6,8,Stroke,Finished,6:37.034
"Douglas, Henry",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,0,Coxswain,DNF,
"Hughes, Connor",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,1,Bow,DNF,
"Williams, Aidan",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,2,2,DNF,
"Nwume-Proctor, Joe",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,3,3,DNF,
"Ellison, Ralph",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,4,4,DNF,
"Wheeler, Orlando",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,5,5,DNF,
"Brown, Alfred",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,6,6,DNF,
"Craig, Patrick",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,7,7,DNF,
"Wendler, Lasse",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Dulwich Coll,Dulwich Coll,0,8,Stroke,DNF,
"Louis, Owen",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,0,Coxswain,Finished,6:09.809
"Lekovic, Punisa",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,1,Bow,Finished,6:09.809
"Weymouth, Philip",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,2,2,Finished,6:09.809
"Peck, Andrew",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,3,3,Finished,6:09.809
"Patton, Jimmy",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,4,4,Finished,6:09.809
"Pitcher, Jackson",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,5,5,Finished,6:09.809
"Sarachek, Griffin",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,6,6,Finished,6:09.809
"Lowe, Henry",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,7,7,Finished,6:09.809
"Brown, Jack",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,"Deerfield Academy, USA","Deerfield Academy, USA",1,8,Stroke,Finished,6:09.809
"Brown, Molly",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,0,Coxswain,Finished,6:10.809
"Trigle, Edward",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,1,Bow,Finished,6:10.809
"Diserens, Sam",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,2,2,Finished,6:10.809
"Gautier, Louis",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,3,3,Finished,6:10.809
"Sturgess, Gregory",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,4,4,Finished,6:10.809
"McGahan, Finn",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,5,5,Finished,6:10.809
"Sidorowicz, Tomas",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,6,6,Finished,6:10.809
"Sim, Christopher",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,7,7,Finished,6:10.809
"Jarrett, Fraser",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Southampton Univ,Southampton Univ,2,8,Stroke,Finished,6:10.809
"Ledingham, Sophie",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,0,Coxswain,Finished,6:16.149
"Hughes, Mark",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,1,Bow,Finished,6:16.149
"Hutchinson, Jack",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,2,2,Finished,6:16.149
"Dawson, Alexander",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,3,3,Finished,6:16.149
"Hall, Thomas",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,4,4,Finished,6:16.149
"Uhrstr‹¦m, Lukas",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,5,5,Finished,6:16.149
"Semple, Joshua",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,6,6,Finished,6:16.149
"Stabell, Andreas",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,7,7,Finished,6:16.149
"Bedford, Jake",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Warwick Univ,Warwick Univ,3,8,Stroke,Finished,6:16.149
"Beard, Florence",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,0,Coxswain,Finished,6:16.759
"Lenders, Ludovic",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,1,Bow,Finished,6:16.759
"Dyson, James",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,2,2,Finished,6:16.759
"Frith, Oscar",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,3,3,Finished,6:16.759
"Turakhia, Sachin",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,4,4,Finished,6:16.759
"Figi, John",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,5,5,Finished,6:16.759
"Hess, Maximilian",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,6,6,Finished,6:16.759
"Dawson, Rory",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,7,7,Finished,6:16.759
"San Miguel Navas, Jaime",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Univ Coll Lon BC,Univ Coll Lon BC,4,8,Stroke,Finished,6:16.759
"Friend, Darwin Columbus",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,0,Coxswain,Finished,6:18.277
"Roe, Oliver",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,1,Bow,Finished,6:18.277
"English, Ed",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,2,2,Finished,6:18.277
"Matthews, Sebastian",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,3,3,Finished,6:18.277
"Pearson, Carey",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,4,4,Finished,6:18.277
"Shiplee, Carl",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,5,5,Finished,6:18.277
"Kattenhorn Black, Jake",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,6,6,Finished,6:18.277
"Trett, Toby",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,7,7,Finished,6:18.277
"Negus, Oliver",Tier 2 8+,6/17/2017,2:00 PM,Final,FINAL E,Norwich RC,Norwich RC,5,8,Stroke,Finished,6:18.277
"Flynn, Devin",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,0,Coxswain,Finished,6:04.711
"Buchan, Graham",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,1,Bow,Finished,6:04.711
"Polson, Michael",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,2,2,Finished,6:04.711
"Ruberto, Alex",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,3,3,Finished,6:04.711
"West, Drew",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,4,4,Finished,6:04.711
"Bovino, Erik",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,5,5,Finished,6:04.711
"Rondeau, Drew",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,6,6,Finished,6:04.711
"Sheils, Charlie",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,7,7,Finished,6:04.711
"Ellison, Sam",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Williams College Rowing Club - USA,Williams College Rowing Club - USA,1,8,Stroke,Finished,6:04.711
"Elkins, Molly",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Worcester RC,Worcester RC,2,0,Coxswain,Finished,6:06.433
"Kearns, Alex",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Worcester RC,Worcester RC,2,1,Bow,Finished,6:06.433
"Fisher, Shaun",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Worcester RC,Worcester RC,2,2,2,Finished,6:06.433
"Fraser, William",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Worcester RC,Worcester RC,2,3,3,Finished,6:06.433
"Riach, James",Tier 2 8+,6/17/2017,2:05 PM,Final,FINAL D,Worcester RC,Worcester RC,2,4,4,Finished,6:06.433
